movie,chapter,character,listener,dialog
Harry Potter and the Prisoner of Azkaban,The Leaky Cauldron,Cornelius Fudge,Harry Potter,"As Minister for Magic, it is my duty to inform you, Mr. Potter... that earlier this evening your uncle's sister was located... a little south of Sheffield, circling a chimney stack. The Accidental Magic Reversal Department was dispatched immediately. She has been properly punctured and her memory modified. She will have no recollection of the incident whatsoever. So that's that... and no harm done."
Harry Potter and the Prisoner of Azkaban,The Leaky Cauldron,Tom,Harry Potter,Pea soup?
Harry Potter and the Prisoner of Azkaban,The Leaky Cauldron,Harry Potter,"Tom, Cornelius Fudge","No, thank you. Minister?"
Harry Potter and the Prisoner of Azkaban,The Leaky Cauldron,Cornelius Fudge,Harry Potter,Yes?
Harry Potter and the Prisoner of Azkaban,The Leaky Cauldron,Harry Potter,Cornelius Fudge,I don't understand.
Harry Potter and the Prisoner of Azkaban,The Leaky Cauldron,Cornelius Fudge,Harry Potter,Understand?
Harry Potter and the Prisoner of Azkaban,The Leaky Cauldron,Harry Potter,Cornelius Fudge,I broke the law. Underage wizards can't use magic at home.
Harry Potter and the Prisoner of Azkaban,The Leaky Cauldron,Cornelius Fudge,Harry Potter,"Come now, Harry the Ministry doesn't send people to Azkaban... for blowing up their aunts. On the other hand, running away like that, given the state of things... was very, very irresponsible."
Harry Potter and the Prisoner of Azkaban,The Leaky Cauldron,Harry Potter,Cornelius Fudge,"The state of things, sir?"
Harry Potter and the Prisoner of Azkaban,The Leaky Cauldron,Cornelius Fudge,Harry Potter,We have a killer on the loose.
Harry Potter and the Prisoner of Azkaban,The Leaky Cauldron,Harry Potter,Cornelius Fudge,"Sirius Black, you mean? But what's he got to do with me?"
Harry Potter and the Prisoner of Azkaban,The Leaky Cauldron,Cornelius Fudge,Harry Potter,"Nothing, of course. You're safe. And that's what matters. And tomorrow you'll be on your way back to Hogwarts. These are your new schoolbooks. I took the liberty... of having them brought here. Now Tom will show you to your room."
Harry Potter and the Prisoner of Azkaban,The Leaky Cauldron,Harry Potter,Hedwig,Hedwig.
Harry Potter and the Prisoner of Azkaban,The Leaky Cauldron,Cornelius Fudge,Harry Potter,"Oh, by the way, Harry. Whilst you're here, it would be best if you didn't... wander."
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Maid,,Housekeeping. I'll come back later.
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Ron Weasley,Hermione Granger,"I'm warning you, Hermione. Keep that bloody beast of yours away from Scabbers, or I'll turn it into a tea cozy."
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Hermione Granger,Ron Weasley,"It's a cat, Ronald. What do you expect? It's in his nature."
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Ron Weasley,Hermione Granger,A cat? Is that what they told you? Looks more like a pig with hair.
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Hermione Granger,Ron Weasley,"That's rich... coming from the owner of that smelly old shoe brush. Crookshanks, just ignore the mean little boy."
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Ron Weasley,Harry Potter,Harry.
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Hermione Granger,Harry Potter,Harry.
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Harry Potter,Ron Weasley,Egypt. What's it like?
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Ron Weasley,Harry Potter,"Brilliant. Loads of old stuff... like mummies, tombs, even Scabbers enjoyed himself."
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Hermione Granger,Ron Weasley,You know the Egyptians used to worship cats?
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Ron Weasley,Hermione Granger,Along with the dung beetle.
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Fred Weasley,Ron Weasley,Not flashing that clipping again are you Ron?
Harry Potter and the Prisoner of Azkaban,In Grave Danger,George Weasley,Ron Weasley,Not flashing that clipping again are you Ron?
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Ron Weasley,"George Weasley, Fred Weasley",I haven't shown anyone.
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Fred Weasley,Ron Weasley,"No, not a soul. Not unless you count Tom. The day maid. The night maid. The Cook. The bloke who fixed the toilet. And that wizard from Belgium."
Harry Potter and the Prisoner of Azkaban,In Grave Danger,George Weasley,Ron Weasley,"No, not a soul. Not unless you count Tom. The day maid. The night maid. The Cook. The bloke who fixed the toilet. And that wizard from Belgium."
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Molly Weasley,Harry Potter,Harry.
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Harry Potter,Molly Weasley,Mrs. Weasley.
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Molly Weasley,Harry Potter,"Good to see you, dear."
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Harry Potter,Molly Weasley,Good to see you.
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Molly Weasley,Harry Potter,You got everything you need?
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Harry Potter,Molly Weasley,Yes.
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Molly Weasley,Harry Potter,Yes? All of your books?
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Harry Potter,Molly Weasley,"Yeah, it's all upstairs."
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Molly Weasley,Harry Potter,All of your clothes?
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Harry Potter,Molly Weasley,Everything's there.
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Molly Weasley,Harry Potter,Good boy.
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Harry Potter,Molly Weasley,Thank you.
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Arthur Weasley,Harry Potter,Harry Potter.
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Harry Potter,Arthur Weasley,Mr. Weasley.
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Arthur Weasley,Harry Potter,"Harry, wonder if I might have a word?"
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Harry Potter,Arthur Weasley,"Yeah, sure."
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Arthur Weasley,Hermione Granger,Hermione.
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Hermione Granger,Arthur Weasley,"Good morning, Mr. Weasley."
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Arthur Weasley,Harry Potter,Looking forward to a new term?
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Harry Potter,Arthur Weasley,Yeah. It should be great.
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Arthur Weasley,Harry Potter,"Harry, some within the Ministry would strongly discourage me... from divulging what I'm about to reveal to you. But I think that you need to know the facts. You are in danger. Grave danger."
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Harry Potter,Arthur Weasley,"Has this anything to do with Sirius Black, sir?"
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Arthur Weasley,Harry Potter,"What do you know about Sirius Black, Harry?"
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Harry Potter,Arthur Weasley,Only that he's escaped from Azkaban.
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Arthur Weasley,Harry Potter,"Do you know why? Thirteen years ago, when you stopped..."
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Harry Potter,Arthur Weasley,Voldemort.
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Arthur Weasley,Harry Potter,Don't say his name.
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Harry Potter,Arthur Weasley,Sorry.
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Arthur Weasley,Harry Potter,"When you stopped You-Know-Who... Black lost everything. But to this day, he still remains a faithful servant. And in his mind... you are the only thing that stands in the way... of You-Know-Who returning to power. And that is why... he has escaped from Azkaban. To find you."
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Harry Potter,Arthur Weasley,And kill me.
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Arthur Weasley,Harry Potter,"Harry, swear to me that whatever you might hear... you won't go looking for Black."
Harry Potter and the Prisoner of Azkaban,In Grave Danger,Harry Potter,Arthur Weasley,Mr. Weasley... why would I go looking for someone who wants to kill me?
Harry Potter and the Prisoner of Azkaban,The Dementor,Molly Weasley,Ron Weasley,"Quick. Quick. Ron, Ron! Oh, for goodness' sake! Don't lose him!"
Harry Potter and the Prisoner of Azkaban,The Dementor,Harry Potter,"Ron Weasley, Hermione Granger",I didn't mean to blow her up. I just... I lost control.
Harry Potter and the Prisoner of Azkaban,The Dementor,Ron Weasley,Harry Potter,Brilliant.
Harry Potter and the Prisoner of Azkaban,The Dementor,Hermione Granger,Harry Potter,"Honestly, Ron, it's not funny. Harry was lucky not to be expelled."
Harry Potter and the Prisoner of Azkaban,The Dementor,Harry Potter,"Ron Weasley, Hermione Granger",I think I was lucky not to be arrested actually.
Harry Potter and the Prisoner of Azkaban,The Dementor,Ron Weasley,Harry Potter,I still think it was brilliant.
Harry Potter and the Prisoner of Azkaban,The Dementor,Hermione Granger,"Harry Potter, Ron Weasley",Come on. Everywhere else is full.
Harry Potter and the Prisoner of Azkaban,The Dementor,Ron Weasley,Hermione Granger,Who do you think that is?
Harry Potter and the Prisoner of Azkaban,The Dementor,Hermione Granger,Ron Weasley,Professor R.J. Lupin.
Harry Potter and the Prisoner of Azkaban,The Dementor,Ron Weasley,"Hermione Granger, Harry Potter",Do you know everything? How is it she knows everything?
Harry Potter and the Prisoner of Azkaban,The Dementor,Hermione Granger,Ron Weasley,"It's on his suitcase, Ronald."
Harry Potter and the Prisoner of Azkaban,The Dementor,Ron Weasley,Hermione Granger,Oh.
Harry Potter and the Prisoner of Azkaban,The Dementor,Harry Potter,"Ron Weasley, Hermione Granger",Do you think he's really asleep?
Harry Potter and the Prisoner of Azkaban,The Dementor,Hermione Granger,Harry Potter,Seems to be. Why?
Harry Potter and the Prisoner of Azkaban,The Dementor,Harry Potter,"Ron Weasley, Hermione Granger",I gotta tell you something.
Harry Potter and the Prisoner of Azkaban,The Dementor,Ron Weasley,Harry Potter,Let me get this straight. Sirius Black has escaped from Azkaban to come after you?
Harry Potter and the Prisoner of Azkaban,The Dementor,Harry Potter,Ron Weasley,Yeah.
Harry Potter and the Prisoner of Azkaban,The Dementor,Hermione Granger,"Harry Potter, Ron Weasley","But they'll catch Black, won't they? I mean, everyone's looking for him."
Harry Potter and the Prisoner of Azkaban,The Dementor,Ron Weasley,Hermione Granger,"Sure. Except no one's ever broken out of Azkaban before... and he's a murderous, raving lunatic."
Harry Potter and the Prisoner of Azkaban,The Dementor,Harry Potter,Ron Weasley,"Thanks, Ron."
Harry Potter and the Prisoner of Azkaban,The Dementor,Hermione Granger,"Harry Potter, Ron Weasley",Why are we stopping? We can't be there yet.
Harry Potter and the Prisoner of Azkaban,The Dementor,Ron Weasley,"Harry Potter, Hermione Granger",What's going on?
Harry Potter and the Prisoner of Azkaban,The Dementor,Harry Potter,Ron Weasley,I don't know. Maybe we've broken down.
Harry Potter and the Prisoner of Azkaban,The Dementor,Hermione Granger,Ron Weasley,"Ouch, Ron. That was my foot."
Harry Potter and the Prisoner of Azkaban,The Dementor,Ron Weasley,"Harry Potter, Hermione Granger",There's something moving out there. I think... someone's coming aboard.
Harry Potter and the Prisoner of Azkaban,The Dementor,Ron Weasley,"Harry Potter, Hermione Granger",Bloody hell! What's happening?
Harry Potter and the Prisoner of Azkaban,The Dementor,Hermione Granger,Harry Potter,"Harry. Harry, are you all right?"
Harry Potter and the Prisoner of Azkaban,The Dementor,Harry Potter,Hermione Granger,Thank you.
Harry Potter and the Prisoner of Azkaban,The Dementor,Remus Lupin,Harry Potter,"Here, eat this. It'll help. It's all right. It's chocolate."
Harry Potter and the Prisoner of Azkaban,The Dementor,Harry Potter,Remus Lupin,What was that thing that came?
Harry Potter and the Prisoner of Azkaban,The Dementor,Remus Lupin,Harry Potter,"It was a dementor. One of the guards of Azkaban. It's gone now. It was searching the train for Sirius Black. If you'll excuse me, I need to have a little word with the driver. Eat. You'll feel better."
Harry Potter and the Prisoner of Azkaban,The Dementor,Harry Potter,"Ron Weasley, Hermione Granger",What happened to me?
Harry Potter and the Prisoner of Azkaban,The Dementor,Ron Weasley,Harry Potter,"Well, you sort of went rigid. We thought maybe you were having a fit or something."
Harry Potter and the Prisoner of Azkaban,The Dementor,Harry Potter,"Ron Weasley, Hermione Granger",And did either of you two... you know... pass out?
Harry Potter and the Prisoner of Azkaban,The Dementor,Ron Weasley,Harry Potter,"No. I felt weird, though. Like I'd never be cheerful again."
Harry Potter and the Prisoner of Azkaban,The Dementor,Harry Potter,"Ron Weasley, Hermione Granger",But someone was screaming. A woman.
Harry Potter and the Prisoner of Azkaban,The Dementor,Hermione Granger,Harry Potter,"No one was screaming, Harry."
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,Albus Dumbledore,All,"Welcome! Welcome to another year at Hogwarts! Now, I'd like to say a few words... before we all become too befuddled by our excellent feast. First, I'm pleased to welcome Professor R.J. Lupin... who's kindly consented to fill the post... of Defense Against the Dark Arts teacher. Good luck, Professor."
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,Hermione Granger,Harry Potter,"Of course. That's why he knew to give you the chocolate, Harry."
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,Draco Malfoy,Harry Potter,"Potter. Is it true you fainted? I mean, you actually fainted?"
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,Ron Weasley,Draco Malfoy,"Shove off, Malfoy."
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,Harry Potter,"Ron Weasley, Hermione Granger",How did he find out?
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,Hermione Granger,Harry Potter,Just forget it.
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,Albus Dumbledore,All,"Our Care of Magical Creatures teacher... has decided to retire... in order to spend more time with his remaining limbs. Fortunately, I'm delighted to announce... that his place will be taken by none other... than our own Rubeus Hagrid. Finally, on a more disquieting note... at the request of the Ministry of Magic... Hogwarts will, until further notice, play host to the dementors of Azkaban... until such a time as Sirius Black is captured. The dementors will be stationed at every entrance to the grounds. Now whilst I've been assured... that their presence will not disrupt our day-to-day activities... a word of caution. Dementors are vicious creatures. They'll not distinguish... between the one they hunt and the one who gets in their way. Therefore, I must warn each and every one of you... to give them no reason to harm you. It is not in the nature of a dementor to be forgiving. But you know, happiness can be found... even in the darkest of times... if one only remembers to turn on the light."
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,Seamus Finnigan,The Fat Lady,"Fortuna Major. Here, listen. She just won't let me in. Fortuna Major."
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,The Fat Lady,Seamus Finnigan,"No, no, no. Wait, wait. Watch this. Oh, amazing! Just with my voice."
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,Harry Potter,The Fat Lady,Fortuna Major.
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,The Fat Lady,Harry Potter,"Yes, all right. Go in."
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,Harry Potter,The Fat Lady,Thank you.
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,Harry Potter,Seamus Finnigan,"She's still doing that after three years. She can't even sing. Exactly. Hey, man. Hey, man. Oh, God. That's awful."
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,Seamus Finnigan,Harry Potter,"She's still doing that after three years. She can't even sing. Exactly. Hey, man. Hey, man. Oh, God. That's awful."
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,Ron Weasley,"Seamus Finnigan, Neville Longbottom","Green. That's a monkey. What is that? You call that a monkey? Do not give him one again. Hey, Neville, try an elephant."
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,Seamus Finnigan,Ron Weasley,"Ron, catch."
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,Ron Weasley,Seamus Finnigan,I will.
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,Seamus Finnigan,"Neville Longbottom, Ron Weasley, Harry Potter",I think we have a winner.
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,Ron Weasley,"Neville Longbottom, Seamus Finnigan, Harry Potter","Oh, don't try one of them. Oh, no. Look at him. His face."
Harry Potter and the Prisoner of Azkaban,Tea Leaves,Sybill Trelawney,All,"Welcome, my children. In this room, you shall explore the noble art of Divination. In this room, you shall discover if you possess the Sight. Hello. I am Professor Trelawney. Together we shall cast ourselves into the future. This term, we'll focus on Tasseomancy, the art of reading tea leaves. So please, take the cup of the person sitting opposite you. What do you see? The truth lies buried like a sentence deep within a book, waiting to be read. But first, you must broaden your minds. First, you must look beyond."
Harry Potter and the Prisoner of Azkaban,Tea Leaves,Hermione Granger,"Harry Potter, Ron Weasley",What a load of rubbish.
Harry Potter and the Prisoner of Azkaban,Tea Leaves,Ron Weasley,Hermione Granger,Where did you come from?
Harry Potter and the Prisoner of Azkaban,Tea Leaves,Hermione Granger,Ron Weasley,Me? I've been here all this time.
Harry Potter and the Prisoner of Azkaban,Tea Leaves,Sybill Trelawney,Neville Longbottom,"You, boy... Is your grandmother quite well?"
Harry Potter and the Prisoner of Azkaban,Tea Leaves,Neville Longbottom,Sybill Trelawney,I think so.
