movie,chapter,character,listener,dialog
Harry Potter and the Chamber of Secrets,The Burrow,Molly Weasley,"Ron Weasley, Fred Weasley, George Weasley","Well, you'd best hope that I don't put bars on your window, Ronald Weasley! Come on Harry, time for a spot of breakfast. Here we are Harry. Now tuck in! That's it. There we go."
Harry Potter and the Chamber of Secrets,The Burrow,Ginny Weasley,Molly Weasley,"Mum- Mummy, have you seen my jumper?"
Harry Potter and the Chamber of Secrets,The Burrow,Molly Weasley,Ginny Weasley,Yes dear. It was on the cat.
Harry Potter and the Chamber of Secrets,The Burrow,Harry Potter,Ginny Weasley,Hello. W-what did I do?
Harry Potter and the Chamber of Secrets,The Burrow,Ron Weasley,Harry Potter,Ginny. She's been talking about you all summer. A bit annoying really.
Harry Potter and the Chamber of Secrets,The Burrow,Arthur Weasley,"Ron Weasley, Fred Weasley, George Weasley, Molly Weasley","Morning, Weasleys."
Harry Potter and the Chamber of Secrets,The Burrow,Fred Weasley,Arthur Weasley,"Morning, Dad."
Harry Potter and the Chamber of Secrets,The Burrow,George Weasley,Arthur Weasley,"Morning, Dad."
Harry Potter and the Chamber of Secrets,The Burrow,Ron Weasley,Arthur Weasley,"Morning, Dad."
Harry Potter and the Chamber of Secrets,The Burrow,Molly Weasley,Arthur Weasley,Morning Arthur!
Harry Potter and the Chamber of Secrets,The Burrow,Arthur Weasley,Molly Weasley,What a night. Nine raids. Nine!
Harry Potter and the Chamber of Secrets,The Burrow,Harry Potter,Arthur Weasley,Raids?
Harry Potter and the Chamber of Secrets,The Burrow,Ron Weasley,Harry Potter,"Dad works in the Ministry of Magic, in the Misuse of Muggle Artifacts Office. Dad loves Muggles, thinks they're fascinating."
Harry Potter and the Chamber of Secrets,The Burrow,Arthur Weasley,Harry Potter,Well now. Aah! And who are you?
Harry Potter and the Chamber of Secrets,The Burrow,Harry Potter,Arthur Weasley,"Oh, sorry sir. I'm Harry, sir, Harry Potter."
Harry Potter and the Chamber of Secrets,The Burrow,Arthur Weasley,Harry Potter,"Good Lord! Are you really? Well, Ron's told us all about you, of course. When did he get here?"
Harry Potter and the Chamber of Secrets,The Burrow,Molly Weasley,Arthur Weasley,This morning. Your sons flew that enchanted car of yours to Surrey and back last night.
Harry Potter and the Chamber of Secrets,The Burrow,Arthur Weasley,"Harry Potter, Ron Weasley, Fred Weasley, George Weasley, Molly Weasley",Did you really? How'd it go? Did you?
Harry Potter and the Chamber of Secrets,The Burrow,Fred Weasley,Arthur Weasley,"Oh, it・"
Harry Potter and the Chamber of Secrets,The Burrow,George Weasley,Arthur Weasley,"Oh, it・"
Harry Potter and the Chamber of Secrets,The Burrow,Ron Weasley,Arthur Weasley,"Oh, it・"
Harry Potter and the Chamber of Secrets,The Burrow,Harry Potter,Arthur Weasley,"Oh, it・"
Harry Potter and the Chamber of Secrets,The Burrow,Molly Weasley,Arthur Weasley,Arthur!
Harry Potter and the Chamber of Secrets,The Burrow,Arthur Weasley,"Harry Potter, Ron Weasley, Fred Weasley, George Weasley, Molly Weasley","I mean・that was very wrong, indeed, boys. Very wrong of you. Now, Harry, you must know all about Muggles. Tell me, what exactly is the function of a rubber duck?"
Harry Potter and the Chamber of Secrets,The Burrow,Harry Potter,Arthur Weasley,"Oh, umm・"
Harry Potter and the Chamber of Secrets,The Burrow,Molly Weasley,Percy Weasley,"Well, that'll be Errol with the post. Oh, fetch it will you Percy, please?"
Harry Potter and the Chamber of Secrets,The Burrow,Percy Weasley,,Errol・
Harry Potter and the Chamber of Secrets,The Burrow,Ron Weasley,Harry Potter,He's always doing that.
Harry Potter and the Chamber of Secrets,The Burrow,Percy Weasley,Molly Weasley,"Oh look, it's our Hogwarts letters. And they've sent us Harry's as well."
Harry Potter and the Chamber of Secrets,The Burrow,Arthur Weasley,Harry Potter,"Dumbledore must know you're here, Harry. Doesn't miss a trick, that man."
Harry Potter and the Chamber of Secrets,The Burrow,Molly Weasley,,"Oh, no."
Harry Potter and the Chamber of Secrets,The Burrow,Fred Weasley,Molly Weasley,"This lot won't come cheap, Mum. The spell books alone are very expensive."
Harry Potter and the Chamber of Secrets,The Burrow,Molly Weasley,Fred Weasley,We'll manage. There's only one place we're going to get all of this. Diagon Alley.
Harry Potter and the Chamber of Secrets,To Diagon Alley,Molly Weasley,Harry Potter,"Right. Here we are Harry, you go first dear."
Harry Potter and the Chamber of Secrets,To Diagon Alley,Ron Weasley,Molly Weasley,"But Harry's never traveled by Floo powder before, Mum."
Harry Potter and the Chamber of Secrets,To Diagon Alley,Harry Potter,Molly Weasley,Floo powder?
Harry Potter and the Chamber of Secrets,To Diagon Alley,Molly Weasley,Ron Weasley,"Oh, well you go first Ron, so that Harry can see how it's done. Yes. In you go・ That's it."
Harry Potter and the Chamber of Secrets,To Diagon Alley,Ron Weasley,,Diagon Alley!
Harry Potter and the Chamber of Secrets,To Diagon Alley,Molly Weasley,Harry Potter,"You see? It's quite easy, dear. Don't be afraid. Come on. Come on. In you go. That's it, mind your head. That's right. Now take your Floo powder. That's it, very good. Now, don't forget to speak very, very clearly."
Harry Potter and the Chamber of Secrets,To Diagon Alley,Harry Potter,,Diaganilly.'
Harry Potter and the Chamber of Secrets,To Diagon Alley,Molly Weasley,Arthur Weasley,"What did he say, dear?"
Harry Potter and the Chamber of Secrets,To Diagon Alley,Arthur Weasley,Molly Weasley,Diaganilly.'
Harry Potter and the Chamber of Secrets,To Diagon Alley,Molly Weasley,Arthur Weasley,I thought he did.
Harry Potter and the Chamber of Secrets,To Diagon Alley,Other,,"Ah, ha-ha-ha-ha・"
Harry Potter and the Chamber of Secrets,To Diagon Alley,Witch,Harry Potter,"Not lost are you, my dear?"
Harry Potter and the Chamber of Secrets,To Diagon Alley,Harry Potter,Witch,"I'm fine, thank you. I- I was just・"
Harry Potter and the Chamber of Secrets,To Diagon Alley,Other,Harry Potter,Come with us. We'll help you find your way back.
Harry Potter and the Chamber of Secrets,To Diagon Alley,Harry Potter,,No! Please!
Harry Potter and the Chamber of Secrets,To Diagon Alley,Rubeus Hagrid,Harry Potter,Harry?
Harry Potter and the Chamber of Secrets,To Diagon Alley,Harry Potter,Rubeus Hagrid,Hagrid!
Harry Potter and the Chamber of Secrets,To Diagon Alley,Rubeus Hagrid,Harry Potter,What do you think you're doing down 'ere? Come on!
Harry Potter and the Chamber of Secrets,To Diagon Alley,Rubeus Hagrid,Harry Potter,"Yer a mess, Harry. Skulkin' 'round Knockturn Alley? Dodgy place! Don' want no one ter see you there. People'll think you were up to no good."
Harry Potter and the Chamber of Secrets,To Diagon Alley,Harry Potter,Rubeus Hagrid,"I was lost, I? hang on. What were you doing down there, then?"
Harry Potter and the Chamber of Secrets,To Diagon Alley,Rubeus Hagrid,Harry Potter,"Me? Oh, I was・ um・ I was lookin' for Flesh-Eatin' Slug Repellent. They're ruinin' all the school cabbages."
Harry Potter and the Chamber of Secrets,To Diagon Alley,Hermione Granger,"Harry Potter, Rubeus Hagrid",Harry! Hagrid!
Harry Potter and the Chamber of Secrets,To Diagon Alley,Rubeus Hagrid,Hermione Granger,"Hello, Hermione!"
Harry Potter and the Chamber of Secrets,To Diagon Alley,Hermione Granger,Harry Potter,"Oh, it's so good to see you!"
Harry Potter and the Chamber of Secrets,To Diagon Alley,Harry Potter,Hermione Granger,"Well, it's great to see you, too!"
Harry Potter and the Chamber of Secrets,To Diagon Alley,Hermione Granger,Harry Potter,What did you do to your glasses? Oculus reparo.
Harry Potter and the Chamber of Secrets,To Diagon Alley,Harry Potter,Hermione Granger,I definitely need to remember that one.
Harry Potter and the Chamber of Secrets,To Diagon Alley,Rubeus Hagrid,Harry Potter,"You'll be all right now then, Harry? Right. I'll leave you to it, then."
Harry Potter and the Chamber of Secrets,To Diagon Alley,Hermione Granger,Rubeus Hagrid,Ok! Bye!
Harry Potter and the Chamber of Secrets,To Diagon Alley,Harry Potter,Rubeus Hagrid,Thank you. Bye.
Harry Potter and the Chamber of Secrets,To Diagon Alley,Hermione Granger,Harry Potter,Come on! Everyone's been so worried.
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Other,Harry Potter,Harry・ Harry Potter・
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Molly Weasley,Harry Potter,"Oh, Harry! Thank goodness! We'd hoped you'd only gone one grate too far・"
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Other,,"Ladies and gentlemen, Mr. Gilderoy Lockhart."
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Molly Weasley,All,Ah! Here he is!
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Ron Weasley,Harry Potter,Mum fancies him.
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Photographer,Ginny Weasley,"Make way there. Please! Let me by, madam. Thank you. Excuse me, little girl. This is for the Daily Prophet."
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Gilderoy Lockhart,Harry Potter,It can't be- Harry Potter?
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Photographer,Harry Potter,"Harry Potter! Excuse me, madam."
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Gilderoy Lockhart,Harry Potter,"Nice big smile, Harry. Together you and I rate the front page! Ladies and gentlemen, what an extraordinary moment this is. When young Harry stepped into Flourish and Blotts this morning to purchase my autobiography, Magical Me,・ which, incidentally is currently celebrating its 27th week atop the Daily Prophet bestseller list, he had no idea that he would, in fact, be leaving・ with my entire collected works, free of charge. Now, ladies?"
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Molly Weasley,Harry Potter,"Harry, now you give me those, and I'll get them signed. All of you wait outside. That's it, Ron."
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Draco Malfoy,Harry Potter,"I'll bet you loved that, didn't you, Potter? Famous Harry Potter! Can't even go into a bookshop without making the front page."
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Ginny Weasley,Draco Malfoy,Leave him alone.
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Draco Malfoy,Harry Potter,"Oh look, Potter. You've got yourself a girlfriend."
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Lucius Malfoy,Harry Potter,"Now, now Draco, play nicely. Mr. Potter・ Lucius Malfoy. We meet at last. Forgive me, your scar is legend, as, of course, is the wizard who gave it to you."
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Harry Potter,Lucius Malfoy,Voldemort killed my parents. He was nothing more than a murderer.
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Lucius Malfoy,Harry Potter,"Hmm. You must be very brave, to mention his name・or very foolish."
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Hermione Granger,Lucius Malfoy,Fear of a name only increase fear of the thing itself.
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Lucius Malfoy,Hermione Granger,"And you must be・ Miss Granger. Yes, Draco's told me all about you, and your parents. Muggles, aren't they? Let me see・red hair・ vacant expressions・ tatty second hand book. You must be the Weasleys."
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Arthur Weasley,All,"Children, it's mad in here! Let's go outside."
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Lucius Malfoy,Arthur Weasley,"Well, well, well. Weasley senior."
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Arthur Weasley,Lucius Malfoy,Lucius.
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Lucius Malfoy,Arthur Weasley,"Busy time at the Ministry, Arthur, all those extra raids? I do hope they're paying you overtime, but judging by the state of this, I'd say not. What's the use in being a disgrace to the name of wizard if they don't even pay you well for it."
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Arthur Weasley,Lucius Malfoy,"We have a very different idea about what disgraces the name of wizard, Malfoy."
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Lucius Malfoy,Arthur Weasley,Clearly. Associating with Muggles・ and I thought your family could sink no lower. I'll see you at work.
Harry Potter and the Chamber of Secrets,Flourish and Blotts,Draco Malfoy,Harry Potter,See you at school.
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Arthur Weasley,All,10:58! Come on! Come on!
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Molly Weasley,All,The train will be leaving any moment!
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Arthur Weasley,"Fred Weasley, George Weasley, Percy Weasley","Fred, George, Percy you first!"
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Molly Weasley,All,Okay.
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Arthur Weasley,Molly Weasley,"After you, dear."
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Molly Weasley,Ginny Weasley,"Come on, Ginny, we'll get you a seat. Hurry!"
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Harry Potter,Ron Weasley,Let's go.
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Harry Potter,,Aah!
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Ron Weasley,,Whao!
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Station guard,"Harry Potter, Ron Weasley",Oy! What do you two think you're doing?
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Harry Potter,Ron Weasley,Sorry. Lost- lost control of the trolley. Why can't we get through?
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Ron Weasley,Harry Potter,I don't know. The gateway's sealed its self for some reason.
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Harry Potter,Ron Weasley,The train leaves at exactly eleven o'clock. We've missed it!
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Ron Weasley,Harry Potter,"Harry, if we can't get through, maybe Mum and Dad can't get back!"
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Harry Potter,Ron Weasley,Maybe we should just go and wait by the car.
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Ron Weasley,Harry Potter,The car・
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Harry Potter,Ron Weasley,"Ron, I should tell you, most Muggles aren't accustomed to seeing a flying car."
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Ron Weasley,Harry Potter,"Uh, right. Okay."
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Ron Weasley,Harry Potter,Oh no! The Invisibility Booster must be faulty!
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Harry Potter,Ron Weasley,"Well come on, then. Let's go lower. We need to find the train."
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Ron Weasley,Harry Potter,Okay.
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Harry Potter,Ron Weasley,Now all we need to do is catch up with the train.
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Ron Weasley,Harry Potter,We can't be far behind.
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Harry Potter,Ron Weasley,Do you hear that?
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Ron Weasley,Harry Potter,We must be gettin' close.
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Harry Potter,Ron Weasley,Hold on・
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Harry Potter,,Aaahhh! Aaahhhh! Aaahhh!
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Ron Weasley,,Aaahhh! Aaahhhh! Aaahhh!
Harry Potter and the Chamber of Secrets,Flying to Hogwarts,Harry Potter,,Wha-aahhh!
